Request Date , Request # ,University,Semester,Year,Course, ISBN , Title , Author , pub_date , Call No , Syllabi , Comments
4/19/12,247784," University of Maryland, Baltimore County ",Summer,2012, PSYC387 ,9.78E+12, Community Psychology: Linking Individuals and Communities , Kloos & Hill ,2012, RA790.55 .D84 2012 , N , Deleted 8/21; 0 loans 
8/27/12,290196," University of Maryland, Baltimore County ",Fall,2012, PSYC307 ,495601748, Adult Development and Aging , Cavanaugh & Blanchard-Fields ,2011, BF724.5 .C38 2011 , N , 20 loans; Deleted 1/2 
8/27/12,325600," University of Maryland, Baltimore County ",Fall,2012, PSYC405 ,9.78E+12, The Story of Psychology ," Hunt, Morton M. ",2007, BF81 .H86 1993 , N , 3 loans; Deleted 1/2 
4/12/12,339921," University of Maryland, Baltimore County ",Summer,2012, HIST350 , 978-0813546131 , The Burdens of Disease: Epidemics and Human Response in Western History , J. N. Hays ,1998, RA649 .H29 2009 , N , Deleted 8/21; 2 loans 
4/12/12,506903," University of Maryland, Baltimore County ",Summer,2012, HIST350 ,9.78E+12, Blood and Guts: A Short History of Medicine , Roy Porter ,2004, R131 .P587 2004 , N , Deleted 8/21; 0 loans 
11/2/12,569944," University of Maryland, Baltimore County ",Spring,2013, PSYC304 , 978-0-07-353203-5 , Adolescence , Laurenceë_Steinberg ,2010, BF724 .S75 2010 , N , 13 loans; Deleted 5/22 
12/17/12,586831," University of Maryland, Baltimore County ",Spring,2013, PSYC601 ,9.78E+12, Using Multivariate Statistics , Tabachnick and Fidell ,2012, QA278 .T3 2013 , N , 0 loans; Deleted 5/22 
4/12/12,645810," University of Maryland, Baltimore County ",Summer,2012, HIST350 , 978-0801892271 , When Illness Goes Public: Celebrity Patients and How We Look at Medicine , Barron H. Lerner ,2009, R703 .L47 2006 , N , Deleted 8/21; 0 loans 
4/12/12,730480," University of Maryland, Baltimore County ",Summer,2012, HIST350 , 978-0807021033 , Typhoid Mary: Captive to the Public_Ñés Health , Judith Walzer Leavitt ,1997, RA644.T8 L43 1996 , N , Deleted 8/21; 0 loans 
3/5/12,483987," University of Maryland, Baltimore County ",Summer,2012, HIST355A ,9.78E+12, The US Intelligence Community , Jeffrey Richelson ,2011, JK468.I6 R53 2012 , N , Entered 4/1 
12/2/11,406106," University of Maryland, Baltimore County ",Spring,2012, SOWK483 ,9.78E+12, Publication Manual of the American Psychological Association , American Psychological Association ,2010, BF76.7.P83 2010 , N , Deleted 7/10 
12/2/11,452657," University of Maryland, Baltimore County ",Spring,2012, SOWK483 ,9.78E+12, Family Treatment:  Evidence-Based Practice with Populations at Risk , Janzen ,2005, HV699 .F37 2006 , N , Deleted 7/10; 4 loans 
11/8/10,130391," University of Maryland, Baltimore ",Fall,2010, NURS425 ,9.78E+12, Guide to the Code of Ethics for Nurses ," Fowler, Marsha D ",2008,  , N , Entered 11/8 
11/11/10,438130," University of Maryland, Baltimore ",Fall,2010, NURS425 ,  , Leadership roles and management functions in nursing :theory and application ," Huston, Carol J ",2006, RT89 .M387 2006 , N , Deleted 9/12 
11/8/10,752224," University of Maryland, Baltimore ",Fall,2010, NURS425 ,9.78E+12, Nursing: scope and standard of practice , ANA ,2010, RT85.5 A47 2010 , N , Entered 11/8 
11/11/10,837201," University of Maryland, Baltimore ",Fall,2010, NURS425 ,  , Leadership roles and management functions in nursing :theory and application ," Huston, Carol J ",2009, RT89 .M387 2012 ,  , Deleted 4/7 
11/8/10,884422," University of Maryland, Baltimore ",Fall,2010, NURS425 ,9.78E+12, Nursing's Social Policy Statement , ANA ,2003,  , N , Entered 11/8 
11/8/10,912636," University of Maryland, Baltimore ",Fall,2010, NURS425 ,9.78E+12, Nursing and Health Care Ethics: A Legacy and a Vision ," Pinch, Winifred J ",2008,  , N , Entered 11/8 
11/8/10,931855," University of Maryland, Baltimore ",Fall,2010, NURS425 ,9.78E+12, Code of Ethics for Nurses with Interpretive Statements , ANA ,2001,  , N , Entered 11-8 
11/15/10,156484," University of Maryland, Baltimore County ",Fall,2010, GES776 ,  , Remote sensing and image interpretation ," Lillesand, Thomas ",2008, G70.4.L54 2008 , N , Deleted 1/18 
11/15/10,614907," University of Maryland, Baltimore County ",Fall,2010, GES776 ,  , Elements of Photogrammetry with Applications in GIS ," Wolf, Paul ",2000, TR693.W63 2000 , N , Deleted 1/18 
9/8/14,277939," University of Maryland, College Park ",Fall,2014, BMGT364 ,133507688, 2nd Copy - Organizational Behavior ," Stephen P. Robbins, Timothy A. Judge ",2014,  , N , Deleted 12/18; 11 loans 
9/8/14,600531," University of Maryland, College Park ",Fall,2014, BMGT364 ,132834871, Organizational Behavior ," Stephen P. Robbins, Timothy A. Judge ",2013,  , N , Deleted 12/21; 8 loans 
9/3/14,669891," University of Maryland, College Park ",Fall,2014, BMGT364 ,  , Organizational behavior ," Stephen P. Robbins, Timothy A. Judge ",2014, HD58.7 .R62 2015 , N , Deleted 12/18; 8 loans 
8/31/15,931577," University of Maryland, College Park ",Fall,2015, BMGT364 , 978-0133507645 , Organizational Behavior ," Robbins, Steven; Judge, Timothy ",2015, HD58.7 .R62 2015 , N , 17 LOANS 
1/20/11,247098," University of Maryland, College Park ",Spring,2011, BSCI422 ,  , Kuby Immunology ," Kindt, Thomas ",2007,  , N , Deleted 5/2 
1/20/11,387176," University of Maryland, College Park ",Spring,2011, BSCI422 ,9.78E+12, Microbe Hunters ," F. Gonzalez, Crussi ",1996, QR30 D45 1996 , N , Deleted 5/2 
9/9/10,463801," University of Maryland, College Park ",Fall,2010, BSCI330 ,9.78E+12, The World of the Cell Student Solutions Manual ," Becker, et cl ",2009, REF QH581.2 B43 1999 suppl , N , Deleted 1/12 
11/16/10,679790," University of Maryland, College Park ",Fall,2010, BSCI330 ,  , The world of the cell ," Becker, Wayne ",2009, QH581.2 B43 2009 , N , Deleted 1/12 
7/18/12,155309," University of Maryland, Baltimore County ",Fall,2012, HIST446 ,9.78E+12, Making modern science: A Historical Survey , Peter J. Bowler ,2005, Q125 .B678 2005 , N , 15 loans; Deleted 1/6 
11/15/10,171489," University of Maryland, Baltimore County ",Fall,2010, Hist345 ,  , The custom of the country ," Wharton, Edith ",2006, PS3545.H16C8 2006 , N , Deleted 1/18 
3/26/13,193911," University of Maryland, Baltimore County ",Summer,2013, HIST371 ,9.78E+12, The Decline of Sentiment: American Film in the 1920s , Lea Jacobs ,2008, PN1993.5.U6 J198 2008 , N , Deleted 8/18; 18 loans 
12/16/11,196959," University of Maryland, Baltimore County ",Spring,2012, HIST347 ,9.78E+12, Coming of Age in Mississippi , Anne Moody ,1992, E185.97.M65 A3 2004 , N , Deleted 5/21 
8/31/15,207136," University of Maryland, Baltimore County ",Fall,2015, HIST446 ,9.78E+12," Practical Matter: Newton_Ñés Science in the Service of Industry and Empire, 1687-1851 "," Jacob, Margaret and Stewart, Larry ",2004, Q174.8 .J33 2004 , N , 3 LOANS 
7/17/12,230009," University of Maryland, Baltimore County ",Fall,2012, HIST201 ,9.78E+12, History: A Very Short Introduction , John H. Arnold ,2000, D16.8 .A69 2000 , N , 0 loans; Deleted 1/6 
11/15/10,231422," University of Maryland, Baltimore County ",Fall,2010, Hist345 ,  ," Barbarian virtues :  the United States encounters foreign peoples at home and abroad, 1876-1917 "," Jacobson, Matthrew Frye ",2001, E661.J34 2001 , N , Deleted 1/18 
12/17/12,235585," University of Maryland, Baltimore County ",Spring,2013, HIST304 ,9.78E+12, When Heaven and Earth Changed Places ," Le Ly Hayslip, Jay Wurst ",1993, DS556.93.H39 A3 2003 , N , 7 loans; Deleted 5/22 
7/25/11,242916," University of Maryland, Baltimore County ",Summer,2011, HIST371 ,  , The Cabinet of Dr. Caligari , Director Robert Wiene ,1997, PN1997.C235 1997 , N , Deleted 8/24 
11/15/10,249084," University of Maryland, Baltimore County ",Fall,2010, HIST201 ,  , The King's Midwife: A History and Mystery of Madam du Coudray ," Gelbart, Nina Rattner ",1998, RG950.L4G45 1998 , N , Deleted 1/18 
12/23/13,261705," University of Maryland, Baltimore County ",Spring,2014, HIST356 ,9.78E+12, Wallowing in Sex: The New Sexual Culture of 1970s American Television , Elana Levine ,2007, PN1992.8.S44 L49 2007 , N , 0 loans; Deleted 5/22 
12/23/13,293087," University of Maryland, Baltimore County ",Spring,2014, HIST435 ,9.78E+12, Fighting for American Manhood , Hoganson ,1998, E721 .H69 1998 , N , 4 loans; Deleted 5/22 
5/20/13,298831," University of Maryland, Baltimore County ",Fall,2013, HIST201 ,  , History: A very short introduction , John Arnold ,2000, D16.8 .A69 2000 , N , 1 loan; Deleted 1/13 
5/20/13,312700," University of Maryland, Baltimore County ",Fall,2013, HIST/POLI318 , 978-0312137342 , Declaring Rights , Rakove ,1997, JK31 .R35 1998 , N , 11 loans; Deleted 1/13 
1/17/11,321781," University of Maryland, Baltimore County ",Spring,2011, HIST495 ,9.78E+12, Passing ," Larsen, Nella ",2003, PS3523.A7225P37 2003 , N , Deleted 5/26 
12/17/12,328482," University of Maryland, Baltimore County ",Spring,2013, HIST345 ,9.78E+12, Barbarian Virtues , Matthew Frye Jacobson ,2001, E661 .J34 2001 , N , 1 loan; Deleted 5/22 
12/16/11,338214," University of Maryland, Baltimore County ",Spring,2012, HIST347 ,9.78E+12, Promises to keep , Paul Boyer ,2004, E741 .B67 2005 , N , Deleted 5/21 
1/17/11,346430," University of Maryland, Baltimore County ",Spring,2011, HIST495 ,9.78E+12," American Intellectual Tradition, Volume II ", Hollinger ,2010, 5th ed E169.1.A47218 2006 , N , Deleted 5/26 
12/17/12,348056," University of Maryland, Baltimore County ",Spring,2013, HIST304 ,9.78E+12, Major Problems in the History of the Vietnam War , Robert McMahon ,2007, DS557.7 .M355 2008 , N , 16 loans; Deleted 5/22 
7/25/11,350823," University of Maryland, Baltimore County ",Summer,2011, HIST371 ,  , M , Director Fritz Lang ,2004, PN1997.M122 2004 , N , Deleted 8/24 
12/16/11,352932," University of Maryland, Baltimore County ",Spring,2012, HIST306 ,9.78E+12, Return of the soldier , Rebecca West ,1998, PR6045.E8 R4 1998 , N , Deleted 5/21 
12/23/13,362053," University of Maryland, Baltimore County ",Spring,2014, HIST435 ,9.78E+12, Dispatches , Michael Herr ,1991, DS559.5 .H47 1991 , N , 3 loans; Deleted 5/22 
5/20/13,399949," University of Maryland, Baltimore County ",Fall,2013, HIST/POLI318 , 978-0809073849 , No Constitutional Right to be Ladies , Linda K. Kerber ,1998, HQ1236.5.U6 K47 1998 , N , 3 loans; Deleted 1/13 
8/26/15,409922," University of Maryland, Baltimore County ",Fall,2015, HIST201 ,9.78E+12, Herodotus and Sima Qian ," Martin, Thomas R. ",2010, PA4007 .M37 2010 ,  , 4 LOANS 
7/25/11,412145," University of Maryland, Baltimore County ",Summer,2011, HIST371 ,  , The Big Parade , Director George W. Hill ,1925, PN1997.B545 1988 , N , Deleted 8/24 
12/16/11,424092," University of Maryland, Baltimore County ",Spring,2012, HIST306 ,9.78E+12, World War one:The Global Revolution , Lawrence Sondhaus ,2011, D744 .S675 2011 , N , Deleted 5/21 
8/31/15,424532," University of Maryland, Baltimore County ",Fall,2015, HIST446 ,9.78E+12, A History of Science in Society: A Reader ," Ede, Andrew and Cormack, Lesley, eds. ",2007, Q125.H6299 2007 , N , not popping up on Aleph (unable to find item?)
5/20/13,436456," University of Maryland, Baltimore County ",Fall,2013, HIST201 , 978-0312416492 , Herodotus and Sima Qian : the first great historians of Greece and China a brief history with docume , Thomas R. Martin ,2009, PA4007 .M37 2010 , N , 0 loans; Deleted 1/13 
1/17/11,450063," University of Maryland, Baltimore County ",Spring,2011, HIST435 ,9.78E+12, Fighting for American Manhood , Hoganson ,1998, E721.H69 1998 , N , Deleted 5/26 
5/20/13,471430," University of Maryland, Baltimore County ",Fall,2013, HIST/POLI318 ,  ," The DeShaney case : child abuse, family rights, and the dilemma of state intervention "," Curry, Lynne ",2007, KF228.D464 C87 2007 , N , 2 loans; Deleted 1/13 
8/31/15,476475," University of Maryland, Baltimore County ",Fall,2015, HIST446 ,9.78E+12, Making Modern Science ," Bowler, Peter and Morus, Iwan ",2005, D16.8 .A69 2000 , N , 1 LOAN 
9/16/10,487667," University of Maryland, Baltimore County ",Fall,2010, Hist345 ,  , My darling Clementine DVD , Henry Fonda ,1946,  , N , Deleted 1/18 
12/23/13,529517," University of Maryland, Baltimore County ",Spring,2014, HIST435 ,9.78E+12, Major Problems in American Foreign Relations , Dennis Merrill and Paterson ,2010, E183.7 .M28 2010 , N , 2 loans; Deleted 5/22 
5/20/13,538965," University of Maryland, Baltimore County ",Fall,2013, HIST201 ,  , The lost children : reconstructing Europe's families after World War II , Tara Zahra ,2011, HV640.4.E8 Z34 2011 , N , 0 loans; Deleted 1/13 
1/17/11,541188," University of Maryland, Baltimore County ",Spring,2011, HIST435 ,9.78E+12, Michael Jordan and the New Global Capitalism , Lafeber ,2002, GV884.J67L34 2002 , N , Deleted 5/26 
11/7/14,573656," University of Maryland, Baltimore County ",Fall,2014, HIST201 , N/A , DVD The Nasty Girl , Michael Verhoeven ,1990, prof's copy , Y , Deleted 12/22; 0 loans 
7/18/12,582246," University of Maryland, Baltimore County ",Fall,2012, HIST446 ,9.78E+12, Practical Matter , Margaret C. Jacob ,2005, Q174.8 .J33 2004 , N , 0 loans; Deleted 1/6 
11/15/10,593244," University of Maryland, Baltimore County ",Fall,2010, Hist345 ,  , Major problems in the gilded age and the progressive era : documents and essays ," Fink, Leon ",2001, E661.M23 2001 , N , Deleted 1/18 
5/20/13,597193," University of Maryland, Baltimore County ",Fall,2013, HIST201 ,  , Manual for writers of research papers , Kate Turabian ,2013, LB2369 .T8 2013 , N , 3 loans; Deleted 1/13 
12/16/11,598007," University of Maryland, Baltimore County ",Spring,2012, HIST306 ,9.78E+12, Paris 1919: Six months that changed the World , Margaret MacMillan ,2003, D644 .M32 2002 , N , Deleted 5/21 
7/22/14,599099," University of Maryland, Baltimore County ",Fall,2014, HIST201 ,9.78E+12, Herodotus and Sima Qian: the First Great Historians of Greece and China: A Brief History with Docume ," Martin, Thomas R. ",2009, PA4007 .M37 2010 , N , Deleted 12/22; 1 loan 
1/17/11,599557," University of Maryland, Baltimore County ",Spring,2011, HIST435 ,9.78E+12, Dispatches ," Herr, Michael ",2007, DS559.5.H47 1991 , N , Deleted 5/26 
7/25/11,607129," University of Maryland, Baltimore County ",Summer,2011, HIST371 ,  , 42nd Street , Director Lloyd Bacon ,2006, PN1997.F5962 2006 , N , Deleted 8/24 
12/16/11,607544," University of Maryland, Baltimore County ",Spring,2012, HIST347 ,9.78E+12, American Women's Movement , Nancy Macleanl ,2008, HQ1236.5.U6 M323 2009 , N , Deleted 5/21 
12/17/12,616934," University of Maryland, Baltimore County ",Spring,2013, HIST345 ,9.78E+12, The Custom of the Country , Edith Wharton ,2006, PS3545.H16 C8 2006 , N , 0 loans; Deleted 5/22 
5/20/13,617102," University of Maryland, Baltimore County ",Fall,2013, HIST/POLI318 ,  , Major Problems in American Constitutional History , Hall and Huebner ,2010, KF4541 .M29 2010 , N , 36 loans; Deleted 1/13 
10/23/10,632478," University of Maryland, Baltimore County ",Fall,2010, HIST 201 ,9.78E+12, Battle of Algiers ," Gillo Pontecorvo, director ",2004,  , N , Deleted 1/18 
12/23/13,636870," University of Maryland, Baltimore County ",Spring,2014, HIST435 ,9.78E+12, Michael Jordan and the New Global Capitalism , Walter LaFeber ,2002, GV884.J67 L34 2002 , N , 1 loan; Deleted 5/22 
12/17/12,639331," University of Maryland, Baltimore County ",Spring,2013, HIST345 ,9.78E+12, Cheap Amusements , Kathy Peiss ,1986, F124 .P38 1986 , N , 0 loans; Deleted 5/22 
12/23/13,642556," University of Maryland, Baltimore County ",Spring,2014, HIST435 ,9.78E+12, Pearl Harbor and the Coming of the Pacific War , Iriye ,1999, D742.J3 I76 1999 , N , 1 loan; Deleted 5/22 
12/17/12,669934," University of Maryland, Baltimore County ",Spring,2013, HIST304 ,9.78E+12, The Sorrow of War , Bao Ninh ,1996, PL4378.9.B37 N6513 1996 , N , 5 loans; Deleted 5/22 
8/26/15,681215," University of Maryland, Baltimore County ",Fall,2015, HIST201 , 019285352X , History: A Very Short Introduction ," Arnold, John ",2000, D16.8 .A69 2000 ,  , 1 LOAN 
11/15/10,717750," University of Maryland, Baltimore County ",Fall,2010, Hist345 ,  , Cheap amusements : working women and leisure in turn-of-the-century New York ," Peiss, Kathy ",1986, F124.P38 1986 , N , Deleted 1/18 
7/22/14,723106," University of Maryland, Baltimore County ",Fall,2014, HIST201 ,9.78E+12, The Lost Children: Reconstructing Europe's Families after World War II ," Zahra, Tara ",2011, HV640.4.E8 Z34 2011 , N , Deleted 12/22; 2 loans 
7/25/11,723747," University of Maryland, Baltimore County ",Summer,2011, HIST371 ,  , Jud Suss (Jew Suesss): The Delux Restored Version , Director Viet Harlan ,2008, PN1997.J82 2008 , N , Deleted 8/24 
11/15/10,732029," University of Maryland, Baltimore County ",Fall,2010, HIST201 ,  , The Black Death : the great mortality of 1348-1350 : a brief history with documents ," Aberth, John ",2005, RC178.A1A24 2005 , N , Deleted 1/18 
12/16/11,737690," University of Maryland, Baltimore County ",Spring,2012, HIST306 ,9.78E+12, Women and the First World War , Susan Grayzel ,2002, D639.W7 G73 2002 , N , Deleted 5/21 
3/26/13,740565," University of Maryland, Baltimore County ",Summer,2013, HIST371 ,9.78E+12, Nazi Cinema as Enchantment , Mary-Elizabeth O_ÑéBrien ,2003, PN1995.9.N36 O27 2004 , N , Deleted 8/18; 11 loans 
3/26/13,747186," University of Maryland, Baltimore County ",Summer,2013, HIST371 ,9.78E+12, Shell Shock Cinema: Weimar Culture and the Wounds of War , Anton Kaes ,2011, PN1993.5.G3 K295 2009 , N , Deleted 8/18; 21 loans 
12/16/11,759190," University of Maryland, Baltimore County ",Spring,2012, HIST347 ,9.78E+12," Cold War, Cool Medium ", Thomas Patrick Doherty ,2005, PN1992.6 .D64 2003 , N , Deleted 5/21 
7/17/12,765567," University of Maryland, Baltimore County ",Fall,2012, HIST201 ,9.78E+12, Saint Bartholomew's Day Massacre , Barbara Diefendorf ,2009, DC118 .D54 2009 , N , 3 loans; Deleted 1/6 
